ID,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,fold,idx
510d1968-bba2-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38
54ff32ea-bba2-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14
5ce17f18-bba2-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,41
62c3ea24-bba2-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16
6e353124-bba2-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,23
6de5a7a8-bba2-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16
6f4cecd2-bba2-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
7657b14c-bba2-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,15
83741c9e-bba2-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30
85a8d2ac-bba2-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25
8e1dd748-bba2-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,18
90224790-bba2-11e8-b2b9-ac1f6b6435d0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12
96db8c22-bba2-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,21
995e110e-bba2-11e8-b2b9-ac1f6b6435d0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
9bdeb0be-bba2-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
a3201f2a-bba2-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,20
a46bbd26-bba2-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,17
aa7252ac-bba2-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,82
a5b70d48-bba2-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,20
b2fdc23a-bba2-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,17
